日期,1129B价格（元/吨）,1129B涨跌,2129B价格（元/吨）,2129B涨跌,3128B价格（元/吨）,3128B涨跌,4128B价格（元/吨）,4128B涨跌,1228B价格（元/吨）,1228B涨跌,2227B价格（元/吨）,2227B涨跌
2016-03-10,12955,-27,12510,-11,12007,-6,11561,-2,11709,-2,11169,-19
2016-03-11,12925,-30,12505,-5,12005,-2,11551,-10,11697,-12,1116,-53
2016-03-14,12889,-36,12448,-57,11983,-22,11509,-42,11625,-72,11039,-77
2016-03-15,12850,-39,12437,-11,11955,-28,11503,-6,11610,-15,11009,-30
2016-03-16,12837,-13,12425,-12,11948,-7,11492,-11,11599,-11,10997,-12
2016-03-17,12837,-13,12425,-12,11948,-7,11492,-11,11599,-11,10997,-12
2016-03-18,12788,-28,12382,-31,11902,-39,11447,-39,11547,-43,10975,-13
2016-03-21,12682,-106,12246,-136,11767,-135,11340,-107,11442,-105,10880,-95
2016-03-22,12673,-9,12237,-9,11709,-58,11291,-49,11427,-15,10851,-29
2016-03-23,12673,0,12237,0,11698,-11,11265,-26,11389,-38,10822,-29
2016-03-24,12673,0,12228,-9,11689,-9,11255,-10,11379,-10,10805,-17
2016-03-25,12673,0,12219,-9,11682,-7,11249,-6,11359,-20,10795,-10
2016-03-28,12637,-36,12209,-10,11682,0,11242,-7,11356,-3,10793,-2
2016-03-29,12637,0,12181,-28,11679,-3,11242,0,11341,-15,10775,-18
2016-03-30,12631,-6,12179,-2,11679,0,11202,-40,11341,0,10756,-19
2016-05-03,13076,3,12701,5,12375,3,11729,9,11839,21,11273,15
2016-05-04,13093,17,12728,27,12391,16,11746,17,11859,20,11312,39
2016-05-05,13109,16,12750,22,12412,21,11789,39,11910,51,11347,35
2016-05-06,13132,23,12810,60,12465,53,11820,35,11939,29,11399,52
2016-05-09,13132,0,12818,8,12476,11,11828,8,11945,6,11402,3
2016-05-10,13138,6,12826,8,12478,2,11833,5,11945,0,11408,6
2016-05-11,13138,0,12831,5,12487,9,11839,6,11952,7,11410,2
2016-05-12,13138,0,12853,22,12523,36,11862,23,11977,25,11459,49
2016-05-13,13138,0,12852,-1,12523,0,11857,-5,11973,-4,11461,2
2016-05-16,13140,2,12855,3,12526,3,11859,2,11978,5,11468,7
2016-05-17,13135,-5,12848,-7,12511,-15,11850,-9,11968,-10,11457,-11
2016-05-18,13135,0,12858,10,12519,8,11863,13,11981,13,11503,46
2016-05-19,13138,3,12867,9,12521,2,11858,-5,11976,-5,11503,0
2016-05-20,13143,5,12869,2,12530,9,11863,5,11982,6,11520,17
2016-05-23,13148,5,12875,6,12536,6,11869,6,11988,6,11542,22
2016-05-24,13148,0,12880,5,12556,20,11877,8,12005,17,11573,31
2016-05-25,13171,23,12890,10,12561,5,11892,15,12021,16,11591,18
2016-05-26,13161,5,12891,2,12567,6,11898,6,12018,2,11591,0
2016-05-27,13188,27,12893,2,12577,10,11913,15,12039,21,11597,6
2016-05-30,13185,-3,12892,-1,12575,-2,11912,-1,12038,-1,11598,1
2016-06-01,13198,0,12921,3,12615,2,11957,-1,12068,-3,11616,-2
2016-06-02,13198,0,12926,5,12616,1,11958,1,12071,3,11622,6
2016-06-03,13198,0,12927,1,12618,2,11959,1,12071,0,11627,5
2016-06-06,13198,0,12927,1,12619,3,11959,1,12071,0,11631,9
2016-06-07,13215,17,12936,9,12632,13,11971,12,12092,21,11642,11
2016-06-08,13215,0,12968,10,12637,5,11972,1,12099,7,11651,9
2016-06-12,13215,0,12958,12,12645,8,12007,35,12128,29,11699,48
2016-06-13,13215,0,12966,8,12656,11,12025,18,12147,19,11706,7
2016-06-14,13247,32,12995,29,12668,12,12032,7,12152,5,11721,15
2016-06-15,13247,0,12997,2,12669,1,12035,3,12158,6,11721,0
2016-06-16,13247,0,12999,2,12669,0,12037,2,12160,2,11726,5
2016-06-17,13247,0,12999,0,12667,-2,12036,-1,12158,-2,11723,-3
2016-06-20,13253,6,13005,6,12686,19,12061,25,12185,27,11745,22
2016-06-21,13256,3,13007,2,12698,12,12089,28,12198,13,11750,5
2016-06-22,13269,13,13022,15,12717,19,12118,29,12238,40,11776,26
2016-06-23,13276,7,13025,3,12717,0,12123,5,12239,1,11779,3
2016-06-24,13279,3,13030,5,12717,0,12128,5,12240,1,11786,7
2016-06-27,13279,0,13032,2,12719,2,12128,0,12240,0,11787,1
2016-06-28,13279,0,13037,5,12719,0,12128,0,12240,0,11789,2
2016-06-29,13341,62,13083,46,12816,97,12196,68,12306,66,11842,53
2016-07-01,13732,205,13522,216,13285,210,12609,200,12779,202,12237,206
2016-07-04,13757,25,13553,31,13333,48,12662,53,12796,17,12287,50
2016-07-05,14057,300,13876,323,13629,296,12965,303,13089,293,12633,346
2016-07-06,14155,98,13878,2,13632,3,12968,3,13096,7,12635,2
2016-07-07,14162,7,13898,20,13638,6,12980,12,13105,9,12650,15
2016-07-08,14232,70,13983,85,13666,28,13020,40,13138,33,12706,56
2016-07-11,14232,0,13983,0,13665,-1,13020,0,13139,1,12708,2
2016-07-12,14232,0,13983,0,13666,1,13020,0,13140,1,12711,3
2016-07-13,14339,107,14075,92,13766,100,13095,75,13207,67,12771,60
2016-07-14,14409,70,14152,77,13842,76,13182,87,13297,90,12828,57
2016-07-15,14555,146,14297,145,13998,156,13408,226,13522,225,12966,138
2016-07-18,14662,107,14476,179,14181,183,13537,129,13658,136,13103,137
2016-07-19,14922,260,14649,176,14387,206,13749,212,13900,242,13272,169
2016-07-20,15477,555,15148,499,14892,505,14207,458,14409,509,13800,528
2016-07-21,15783,306,15453,305,15145,253,14625,418,14782,373,14119,319
2016-07-22,15893,110,15566,113,15288,143,14775,150,14911,129,14335,216
2016-07-25,15893,0,15567,1,15288,0,14775,0,14920,9,14353,18
2016-07-26,15893,0,15575,8,15289,1,14775,0,14920,0,14360,7
2016-07-27,15919,26,15612,37,15322,33,14798,23,14948,28,14391,31
2016-07-28,16058,139,15707,95,15415,93,14861,63,14988,40,14478,87
2016-07-29,15947,-111,15605,-102,15308,-107,14752,-109,14869,-119,14389,-89
2016-11-01,16021,-21,15745,-22,15346,-12,14930,-10,15046,-13,14536,-22
2016-11-02,16021,0,15772,27,15369,23,14937,7,15046,0,14563,27
2016-11-03,16021,0,15778,6,15369,0,14928,-9,15037,-9,14563,0
2016-11-04,16021,0,15778,6,15369,0,14928,-9,15037,-9,14563,0
2016-11-07,16031,10,15790,6,15377,8,14919,0,15031,3,14569,6
2016-11-08,16031,0,15799,9,15379,2,14917,-2,15031,0,14568,-1
2016-11-09,16039,8,15828,29,15398,19,14925,8,15042,11,14571,3
2016-11-10,16039,0,15847,19,15416,18,14935,10,15053,11,14571,0
2016-11-11,16239,200,16029,182,15615,199,15105,170,15213,160,14708,137
2016-11-14,16239,0,16029,0,15618,3,15105,0,15213,0,14709,1
2016-11-15,16239,0,16031,2,15626,8,15105,0,15213,0,14709,0
2016-11-16,16268,29,16060,29,15698,72,15108,3,15225,12,14728,19
2016-11-17,16268,0,16072,12,15711,13,15109,1,15226,1,14730,2
2016-11-18,16357,89,16150,78,15799,88,15178,69,15295,69,14777,47
2016-11-21,16357,0,16153,3,15816,17,15199,21,15298,3,14780,3
2016-11-22,16402,45,16201,48,15876,60,15246,47,15346,48,14823,43
2016-11-23,16418,16,16210,9,15888,12,15256,10,15357,11,14831,8
2016-11-24,16455,37,16236,26,15936,48,15292,36,15390,33,14876,45
2016-11-25,16496,41,16269,33,15962,26,15300,8,15398,8,14896,20
2016-11-28,16496,0,16317,48,15997,35,15330,30,15433,35,14905,9
2016-11-29,16512,16,16328,11,16019,22,15338,8,15440,7,14910,5
2017-01-03,16333,0,16139,-7,15796,-2,15277,-2,15380,-2,14860,0
2017-01-04,16333,0,16136,-3,15787,-9,15271,-6,15380,0,14848,-12
2017-01-05,16333,0,16135,-1,15786,-1,15270,-1,15378,-2,14848,0
2017-01-06,16333,0,16135,0,15785,-1,15270,0,15378,0,14851,3
2017-01-09,16333,0,16125,-10,15776,-9,15265,-5,15375,-3,14851,0
2017-01-10,16333,0,16116,-9,15771,-5,15262,-3,15372,-3,14846,-5
2017-01-11,16333,0,16117,1,15769,-2,15257,-5,15372,0,14843,-3
2017-01-12,16333,0,16119,2,15781,12,15259,2,15379,7,14855,12
2017-01-13,16336,3,16128,9,15789,8,15265,6,15381,2,14856,1
2017-01-16,16336,0,16121,-7,15781,2,15267,2,15380,-1,14846,-10
2017-01-17,16336,0,16126,5,15781,0,15270,3,15380,0,14864,0
2017-01-18,16341,5,16131,5,15781,0,15269,-1,15380,0,14839,-7
2017-01-19,16341,0,16143,12,15782,1,15269,0,15380,0,14842,3
2017-01-20,16341,0,16143,0,15776,-6,15268,-1,15380,0,14839,-3
2017-01-22,16341,0,16148,5,15777,1,15268,0,15380,0,14838,-1
2017-01-23,16341,0,16150,2,15777,0,15268,0,15380,0,14839,1
2017-01-24,16353,12,16157,7,15787,10,15281,13,15399,19,14839,0
2017-01-25,16353,0,16160,3,15799,12,15290,9,15401,2,14842,3
2017-02-03,16529,176,16338,173,15938,139,15447,156,15558,157,14968,125
2017-02-04,16529,0,16338,0,15938,0,15448,1,15558,0,14969,1
2017-02-06,16535,6,16436,8,15939,1,15448,0,15561,3,14975,6
2017-02-07,16633,98,16399,53,15998,59,15486,38,15598,37,15015,40
2017-02-08,16633,0,16407,8,15999,1,15486,0,15601,3,15018,3
2017-02-09,16649,16,16407,0,15999,0,15488,2,15601,0,15019,1
2017-02-10,16649,0,16405,-2,15999,0,15488,0,15601,0,15020,1
2017-02-13,16666,17,16418,13,15999,0,15488,0,15601,0,15032,12
2017-02-14,16666,0,16429,11,16000,0,15489,1,15601,0,15038,6
2017-02-15,16666,0,16429,0,16001,1,15498,9,15606,5,15041,3
2017-02-16,16665,-1,16429,0,15999,-2,15498,0,15606,0,15046,5
2017-02-17,16665,0,16426,-3,15998,-1,15498,0,15606,0,15045,-1
2017-02-20,16665,0,16397,-29,15979,-19,15473,-25,15575,-31,15030,-15
2017-02-21,16659,-6,16392,-5,15978,-1,15468,-5,15575,0,15030,0
2017-02-22,16659,0,16389,-3,15976,-2,15468,0,15575,0,15025,-5
2017-02-23,16659,0,16389,0,15975,-1,15468,0,15569,-6,15023,-2
2017-02-24,16649,-10,16387,-2,15972,-3,15466,-2,15567,-2,15022,-1
2017-02-27,16642,-7,16382,-5,15963,-9,15459,-7,15558,-9,15016,-6
2017-03-01,16642,0,16378,-5,15963,0,15453,-5,15555,-3,15005,-8
2017-03-02,16642,0,16373,-5,15955,-8,15438,-15,15547,-8,14970,-35
2017-03-03,16642,0,16371,-2,15955,0,15429,-9,15542,-5,14970,0
2017-03-06,16642,0,16376,5,15965,10,15441,12,15550,8,14975,5
2017-03-07,16642,0,16375,-1,15965,0,15443,2,15549,-1,14988,13
2017-03-08,16658,16,16383,8,15975,10,15463,20,15567,18,15007,19
2017-03-09,16648,-10,16382,-1,15975,0,15469,6,15567,0,15013,6
2017-03-10,16637,-11,16380,-2,15972,-3,15446,-23,15542,-25,14982,-31
2017-03-13,16637,0,16383,3,15971,-1,15440,-6,15531,-11,14982,0
2017-03-14,16637,0,16373,-10,15958,-13,15433,-7,15526,-5,14980,-2
2017-03-15,16608,-29,16367,-6,15957,-1,15433,0,15523,-3,14975,-5
2017-03-16,16592,-16,16341,-26,15938,-19,15423,-10,15515,-8,14946,-29
2017-03-17,16577,-15,16336,-5,15936,-2,15423,0,15513,-2,14946,0
2017-03-20,16577,0,16348,12,15946,10,15443,20,15529,16,14966,20
2017-03-21,16550,-27,16343,-5,15943,-3,15443,0,15529,0,14950,-16
2017-03-22,16541,-9,16338,-5,15923,-11,15427,-16,15513,-16,14923,-27
2017-03-23,16515,-26,16316,-22,15896,-36,15376,-51,15457,-56,14886,-37
2017-03-24,16508,-7,16307,-9,15896,0,15370,-6,15452,-5,14886,0
2017-03-27,16488,-20,16299,-8,15875,-21,15360,-10,15449,-3,14860,-26
2017-03-28,16482,-6,16292,-2,15875,0,15360,0,15449,0,14855,-5
2017-03-29,16482,0,16299,2,15872,-3,15358,-2,15447,-2,14856,1
2017-03-30,16482,0,16293,-6,15867,-5,15351,-7,15441,-6,14849,-7
2017-03-31,16472,-10,16288,-5,15862,-5,15345,-6,15446,5,14848,-1
2017-04-01,16472,0,16273,-15,15859,-3,15340,-5,15441,-5,14849,1
2017-04-05,16459,-13,16252,-21,15851,-8,15332,-8,15430,-11,14838,-11
2017-04-06,16452,-7,16243,-9,15848,-3,15325,-7,15423,-7,14831,-7
2017-04-07,16453,1,16243,0,15848,0,15322,-3,15421,-2,14828,-3
2017-04-10,16453,0,16246,3,15853,5,15341,19,15449,28,14837,9
2017-04-11,16448,-5,16243,-3,15850,-3,15336,-5,15447,-2,14836,-1
2017-04-12,16443,-5,16240,-3,15848,-2,15326,-10,15438,-9,14826,-10
2017-04-13,16436,-7,16232,-8,15846,-2,15323,-3,15435,-3,14823,-3
2017-04-14,16436,0,15233,1,15848,2,15326,3,15435,0,14823,0
2017-04-17,16436,0,16236,3,15849,1,15329,3,15436,1,14823,0
2017-04-18,16438,2,16236,0,15849,0,15328,-1,15433,-3,14822,-1
2017-04-19,16438,0,16255,19,15859,10,15343,15,15448,15,14825,3
2017-04-20,16438,0,16262,7,15861,2,15353,10,15456,8,14838,13
2017-04-21,16438,0,16265,3,15872,11,15363,10,15461,5,14839,1
2017-04-24,16441,3,16279,14,15913,41,15395,32,15487,26,14840,1
2017-04-25,16441,0,16284,5,15922,9,15413,18,15502,15,14855,15
2017-04-26,16441,0,16293,9,15920,-2,15413,0,15502,0,14860,5
2017-04-27,16441,0,16306,13,15928,8,15430,17,15514,12,14893,33
2017-04-28,16446,5,16325,19,15949,21,15455,25,15537,23,14896,3
2017-05-02,16446,0,16350,25,15985,16,15468,13,15554,17,14902,6
2017-05-03,16459,13,16363,13,15980,15,15489,21,15572,18,14928,26
2017-05-04,16496,37,16376,13,15996,16,15500,11,15588,16,14939,11
2017-05-05,16542,46,16388,12,16031,35,15525,25,15605,17,14966,27
2017-05-08,16569,27,16388,0,16031,0,15520,-5,15605,0,14957,-9
2017-05-09,16569,0,16367,-21,16003,-28,15478,-42,15577,-28,14950,-7
2017-05-10,16563,-6,16361,-6,15996,-7,15466,-12,15563,-14,14943,-7
2017-05-11,16556,-7,16354,-7,15970,-17,15463,-3,15562,-1,14946,3
2017-05-12,16610,54,16386,32,15999,20,15500,37,15603,41,14978,32
2017-05-15,16610,0,16391,5,15999,0,15511,11,15606,3,14987,9
2017-05-16,16634,24,16415,24,16028,29,15521,10,15616,10,15001,14
2017-05-17,16648,14,16422,7,16032,4,15513,-8,15606,-10,15017,16
2017-05-18,16674,26,16423,1,16046,14,15525,12,15609,3,15022,5
2017-05-19,16689,15,16439,16,16059,13,15529,4,15617,8,15027,5
2017-05-22,16689,0,16441,2,16070,11,15533,4,15629,12,15028,1
2017-05-23,16695,6,16456,15,16072,2,15533,0,15639,10,15037,9
2017-05-24,16695,0,16462,6,16076,4,15538,5,15645,6,15049,12
2017-05-25,16695,0,16463,1,16078,2,15542,4,15651,6,15059,10
2017-05-26,16695,0,16464,1,16078,0,15542,0,15646,-5,15058,-1
2017-05-27,16695,0,16462,-2,16076,-2,15542,0,15636,-10,15059,1
2017-05-31,16695,0,16464,2,16077,1,15545,3,15638,2,15066,7
2017-06-01,16695,0,16458,-6,16066,-11,15529,-16,15627,-11,15060,-6
2017-06-02,16693,-2,16448,-10,16065,-1,15517,-12,15618,-9,15055,-5
2017-06-05,16693,0,16462,14,16071,6,15521,4,15620,2,15055,0
2017-06-06,16683,-10,16447,-15,16070,-1,15519,-2,15616,-4,15038,-17
2017-06-07,16683,0,16449,2,16073,3,15518,-1,15614,-2,15035,-3
2017-06-08,16683,0,16449,0,16074,1,15519,1,15617,3,15035,0
2017-06-09,16683,0,16449,0,16074,1,15519,1,15617,3,15035,0
2017-06-12,16683,0,16453,3,16083,7,15531,10,15630,12,15037,0
2017-06-13,16656,-27,16437,-16,16068,-15,15528,-3,15628,-2,15037,0
2017-06-14,16640,-16,16428,-9,16048,-20,15519,-9,15616,-12,15009,-28
2017-06-15,16640,0,16400,-28,16019,-29,15489,-30,15589,-27,14992,-17
2017-06-16,16637,-3,16385,-15,16004,-15,15466,-23,15572,-17,14988,-4
2017-06-19,16617,-20,16377,-8,15993,-11,15458,-8,15566,-6,14976,-12
2017-06-20,16617,0,16370,-7,15988,-5,15453,-5,15561,-5,14975,-1
2017-06-21,16613,-4,16362,-8,15979,-9,15443,-10,15546,-15,14968,-7
2017-06-22,16613,0,16358,-4,15968,-11,15428,-15,15538,-8,14959,-9
2017-06-23,16608,-5,16352,-6,15966,-2,15411,-17,15523,-15,14942,-17
2017-06-26,16608,0,16355,3,15966,0,15412,1,15522,-1,14942,0
2017-06-27,16608,0,16342,-13,15959,-7,15403,-9,15511,-11,14937,-5
2017-06-28,16598,-10,16339,-3,15949,-10,15396,-7,15503,-8,14928,-9
2017-06-29,16598,0,16336,-3,15946,-3,15394,-2,15503,0,14922,-6
2017-06-30,16592,-6,16324,-12,15939,-7,15381,-13,15490,-13,14907,-15
2017-07-03,16589,-3,16306,-18,15918,-21,15367,-14,15475,-15,14887,-20
2017-07-04,16580,-9,16301,-5,15907,-11,15363,-4,15465,-10,14874,-13
2017-07-05,16580,0,16301,0,15906,-1,15360,-3,15463,-2,14870,-4
2017-07-06,16573,-7,16297,-4,15898,-8,15347,-13,15461,-2,14865,-5
2017-07-07,16570,-3,16295,-2,15893,-5,15343,-4,15460,-1,14863,-2
2017-07-10,16570,0,16292,-3,15891,-2,15339,-4,15450,-10,14861,-2
2017-07-11,16540,-30,16285,-7,15879,-12,15337,-2,15445,-5,14852,-9
2017-07-12,16533,-7,16279,-6,15874,-5,15336,-1,15444,-1,14846,-6
2017-07-13,16533,0,16276,-3,15872,-2,15336,0,15444,0,14846,0
2017-07-14,16533,0,16276,0,15871,-1,15333,-3,15436,-8,14840,-6
2017-07-17,16533,0,16276,0,15870,-1,15337,4,15436,0,14837,-3
2017-07-18,16538,5,16282,6,15873,3,15340,3,15436,0,14837,0
2017-07-19,16541,3,16310,28,15899,26,15351,11,15448,12,14852,15
2017-07-20,16541,0,16312,2,15899,0,15349,-2,15448,0,14855,3
2017-07-21,16541,0,16318,6,15902,3,15360,11,15455,7,14859,4
2017-07-24,16549,8,16320,2,15903,1,15365,5,15461,6,14859,0
2017-07-25,16553,4,16325,5,15903,0,15367,2,15462,1,14864,5
2017-07-26,16552,-1,16323,-2,15900,-3,15365,-2,15456,-5,14855,-8
2017-07-27,16553,1,16323,0,15899,-1,15367,2,15454,-2,14855,0
2017-07-28,16555,2,16324,1,15899,0,15364,-3,15447,-7,14852,-3
2017-07-31,16547,-8,16317,-7,15888,-11,15356,-8,15438,-9,14836,-16
2017-08-01,16542,-5,16313,-4,15871,-17,15346,-10,15421,-17,14824,-12
2017-08-02,16563,-6,16307,-6,15861,-10,15336,-10,15418,-3,14817,-7
2017-08-03,16536,0,16306,-1,15860,-1,15335,-1,15417,-1,14814,-3
2017-08-04,16536,0,16305,-1,15860,0,15335,0,15416,-1,14813,-1
2017-08-07,16536,0,16304,-1,15858,-2,15333,-2,15413,-3,14812,-1
2017-08-08,16535,0,16302,-2,15858,0,15321,-12,15413,0,14812,0
2017-08-09,16536,0,16303,1,15859,1,15328,7,15419,6,14817,5
2017-08-10,16536,0,16304,1,15859,0,15325,-3,15418,-1,14817,0
2017-08-11,16539,3,16308,4,15863,4,15328,3,15429,11,14823,6
2017-08-14,16539,0,16314,6,15869,6,15335,7,15438,9,14828,5
2017-08-15,16539,0,16326,12,15881,12,15344,9,15448,10,14837,9
2017-08-16,16545,6,16344,18,15883,2,15354,10,15448,0,14840,3
2017-08-17,16545,0,16350,6,15895,12,15361,7,15455,7,14844,4
2017-08-18,16545,0,16351,1,15895,0,15359,-2,15454,-1,14848,4
2017-08-21,16545,0,16351,0,15908,13,15362,3,15457,3,14848,0
2017-08-22,16545,0,16352,1,15908,0,15363,1,15457,0,14851,3
2017-08-23,16550,5,16352,0,15909,1,15359,-4,15458,1,14854,3
2017-08-24,16550,0,16351,-1,15906,-3,15357,-2,15458,0,14855,1
2017-08-25,16556,6,16353,2,15907,1,15357,0,15460,2,14857,2
2017-08-28,16556,0,16354,1,15911,4,15364,7,15463,3,14857,0
2017-08-29,16556,0,16355,1,15911,0,15365,1,15455,-8,14857,0
2017-08-30,16566,10,16359,4,15916,5,15367,2,15455,0,14860,3
2017-08-31,16566,0,16360,1,15916,0,15365,-2,15457,2,14862,2
2017-09-01,16571,5,16361,1,15919,3,15367,2,15459,2,14862,0
2017-09-04,16571,0,16366,5,15928,9,15377,10,15467,8,14862,0
2017-09-05,16573,2,16373,7,15933,5,15382,5,15468,1,14870,8
2017-09-06,16573,0,16375,2,15938,5,15384,2,15468,0,14874,4
2017-09-07,16573,0,16376,1,15939,1,15387,3,15469,1,14874,0
2017-09-08,16573,0,16385,9,15948,9,15389,2,15470,1,14881,7
2017-09-11,16573,0,16389,4,15949,1,15404,15,15473,3,14882,1
2017-09-12,16577,4,16391,2,15955,6,15419,15,15480,7,14892,10
2017-09-13,16577,0,16393,2,15957,2,15420,1,15481,1,14903,11
2017-09-14,16577,0,16396,3,15962,5,15420,0,15481,0,14905,2
2017-09-15,16580,3,16401,5,15965,3,15420,0,15486,5,14905,0
2017-09-18,16587,7,16402,1,15966,1,15428,8,15495,9,14912,7
2017-09-19,16593,6,16405,3,15972,6,15435,7,15498,3,14914,2
2017-09-20,16593,0,16406,1,15972,0,15432,-3,15493,-5,14914,0
2017-09-21,16596,3,16409,3,15974,2,15432,0,15493,0,14915,1
2017-09-22,16599,3,16415,6,15979,5,15438,6,15502,9,14921,6
2017-09-25,16624,25,16432,17,15991,12,15458,20,15527,25,14937,16
2017-09-26,16632,8,16432,0,15992,1,15460,2,15530,3,14939,2
2017-09-27,16632,0,16435,3,15996,4,15460,0,15530,0,14939,0
2017-09-28,16635,3,16440,5,15999,3,15472,12,15538,8,14952,13
2017-09-29,16632,-3,16440,0,15995,-4,15463,-9,15533,-5,14952,0
2017-09-30,16635,3,16451,11,15996,1,15472,9,15535,2,14961,9
2017-10-02,16641,6,16453,2,15996,0,15463,-9,15531,-4,14951,-10
2017-10-03,16641,0,16455,2,15997,1,15465,2,15531,0,14948,-3
2017-10-04,16641,0,16455,0,15989,-8,15463,-2,15528,-3,14947,-1
2017-10-05,16641,0,16455,0,15988,-1,15460,-3,15527,-1,14942,-5
2017-10-06,16641,0,16459,4,15988,0,15458,-2,15528,1,14939,-3
2017-10-09,16638,-3,16455,-4,15981,-7,15455,-3,15523,-5,14937,-2
2017-10-10,16638,0,16460,5,15981,0,15452,-3,15521,-2,14928,-9
2017-10-11,16638,0,16462,2,15981,0,15457,5,15521,0,14926,-2
2017-10-12,16638,0,16464,2,15979,-2,15455,-2,15521,0,14925,-1
2017-10-13,16636,-2,16461,-3,15970,-9,15450,-5,15520,-1,14923,-2
2017-10-16,16677,41,16482,21,15998,28,15457,7,15523,3,14926,3
2017-10-17,16677,0,16487,5,15999,1,15461,4,15523,0,14928,2
2017-10-18,16670,0,16485,-2,15992,-7,15455,-6,15522,-1,14926,-2
2017-10-19,16676,-1,16485,0,15991,-1,15449,-6,15515,-7,14922,-4
2017-10-20,16676,0,16487,2,15991,0,15446,-3,15515,0,14921,-1
2017-10-23,16676,0,16492,5,15991,0,15446,0,15515,0,14912,-9
2017-10-24,16676,0,16489,-3,15988,-3,15436,-10,15513,-2,14911,-1
2017-10-25,16676,0,16486,-3,15987,-1,15432,-4,15506,-7,14909,-2
2017-10-26,16676,0,16486,0,15986,-1,15429,-3,15501,-5,14903,-6
2017-10-27,16679,3,16496,10,15992,6,15431,2,15503,2,14908,5
2017-10-30,16679,0,16496,0,15998,6,15439,8,15504,1,14908,0
2017-10-31,16679,0,16498,2,15998,0,15439,0,15503,-1,14908,0
